source_series_key,authority_key,regime_code,population_scope,sector_scope,publication_model,series_url,resource_resolution_status,verified_date,notes
torino-applicants,torino,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/torino/evidenza/white-list,landing_page_resolved,2026-09-15,"Current official Torino page and Elenco imprese richiedenti iscrizione PDF directly revalidated 15 September 2026 by independent byte-identical GETs. The byte-pinned 11 September edition yields exactly 162 positive pending applicant observations, all with strict identifiers and valid application dates; exact evidence is documented in docs/sources/torino-operational-check-2026-09-15.md."
torino-listed,torino,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/torino/evidenza/white-list,landing_page_resolved,2026-09-15,"Current official Torino page and White List provinciale PDF directly revalidated 15 September 2026 by independent byte-identical GETs. The byte-pinned 11 September edition yields exactly 1,501 listed-side observations: 1,237 listed and 264 renewal/update in progress. Seven reviewed malformed identifier fields, two activity-separator typography exceptions and eight legal-basis annotations are preserved without inferential repair; exact evidence is documented in docs/sources/torino-operational-check-2026-09-15.md."
trapani-applicants,trapani,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/trapani/evidenza/white-list,landing_page_resolved,2026-09-19,"Current official Trapani landing positively exposes the applicant PDF marked 11 September 2026. Two independent cache-bypassed captures are byte-identical at SHA-256 d42720c3ebf9c24055371fc42b1de89060604fc98d60861ec72a54e650412ae9; 222 source-backed pending observations are validated, all with structured identifiers. Exact evidence is documented in docs/sources/trapani-operational-check-2026-09-19.md."
trapani-listed,trapani,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/trapani/evidenza/white-list,landing_page_resolved,2026-09-19,"Current official Trapani landing positively exposes the listed PDF marked 11 September 2026. Two independent cache-bypassed captures are byte-identical at SHA-256 060c5ddb20b24f733066b59f27aa1ea98a8fdc04d22b0196b90c9e383253b476; 658 sector rows resolve conservatively to 333 observations (177 listed, 156 renewal/update in progress), all with structured identifiers. Exact evidence is documented in docs/sources/trapani-operational-check-2026-09-19.md."
trento-applicants,trento,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/trento/white-list-elenco-imprese-richiedenti,direct_series_page_resolved,2026-09-14,Dedicated official applicant page directly revalidated 14 September 2026; it exposes ELENCO IMPRESE RICHIEDENTI AL 10 SETTEMBRE 2026. The byte-pinned 22-page PDF yields exactly 98 pending observations from the complete audited source population; exact provenance and finite parser invariants are documented in docs/sources/trento-operational-check-2026-09-14.md.
trento-listed,trento,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/trento/white-list-elenco-imprese-iscritte,direct_series_page_resolved,2026-09-14,"Dedicated official registered-company page directly revalidated 14 September 2026; it exposes ELENCO IMPRESE ISCRITTE ALL'11 SETTEMBRE 2026. The byte-pinned 289-page PDF yields exactly 1,366 grouped public observations from 3,020 statutory-section rows; exact provenance, grouping evidence and fail-closed anomaly handling are documented in docs/sources/trento-operational-check-2026-09-14.md."
udine-applicants,udine,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/udine/evidenza/white-list,landing_page_resolved,2026-09-10,Current official landing page re-verified 10 September 2026; requesting-company PDF explicitly labelled updated 09/09/2026 and positively defines the applicant population. Exact byte identity and 19-row parser boundary are documented in docs/sources/udine-operational-check-2026-09-10.md.
udine-listed,udine,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/udine/evidenza/white-list,landing_page_resolved,2026-09-10,"Current official landing page re-verified 10 September 2026; registered-company PDF explicitly labelled updated 09/09/2026. Exact byte identity, 1,431-row denominator, section transitions and extraction exceptions are documented in docs/sources/udine-operational-check-2026-09-10.md."
viterbo-applicants,viterbo,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/viterbo/elenco-imprese-richiedenti-iscrizione-elenco-imprese-iscritte,landing_page_resolved,2026-09-20,Current official Viterbo page verified 20 September 2026 positively exposes the applicant-company PDF; the byte-pinned 23-page edition yields 23 pending observations. Exact immutable evidence and fail-closed parser boundaries are documented in docs/sources/viterbo-operational-check-2026-09-20.md.
viterbo-listed,viterbo,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/viterbo/elenco-imprese-richiedenti-iscrizione-elenco-imprese-iscritte,landing_page_resolved,2026-09-20,Current official Viterbo page verified 20 September 2026 positively exposes the listed-company PDF; the byte-pinned 237-page edition yields 237 observations. Exact immutable evidence and fail-closed parser boundaries are documented in docs/sources/viterbo-operational-check-2026-09-20.md.
